"RiskPerformance","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","MSinceOldestTradeOpen","InqInLast7days","ExternalRiskEstimate"
1,12,84,22,3,2,6,6,4,1,23,2,0,30,-8,5,1,0,70,221,0,72
1,5,22,12,0,2,4,4,6,3,8,2,3,45,100,6,1,1,88,39,0,58
1,20,66,7,0,4,1,7,8,0,71,2,0,-8,74,1,2,0,100,131,0,80
1,11,37,17,0,2,5,5,6,1,59,2,2,49,84,4,3,0,78,192,0,59
1,14,99,24,4,2,5,6,3,0,26,2,0,29,-8,4,1,1,45,282,0,62
1,11,63,42,0,4,1,7,8,2,26,2,0,9,70,5,3,0,56,208,0,87
1,14,62,21,1,2,3,4,2,0,32,2,1,41,90,10,2,1,80,132,0,52
0,11,84,18,5,1,4,4,3,1,58,2,0,0,-8,1,1,0,50,197,0,61
0,17,108,18,0,4,1,7,8,0,39,2,0,36,47,2,2,1,40,295,0,82
0,13,90,19,0,4,1,7,8,0,32,2,0,2,60,1,3,0,36,164,0,88
1,7,22,15,0,4,1,5,8,3,25,2,0,61,84,10,3,1,100,51,0,64
0,6,79,12,0,4,1,7,8,2,58,2,0,4,85,2,3,0,83,351,0,89
0,7,86,17,0,4,1,7,8,2,47,2,0,12,70,2,3,1,63,203,0,83
1,26,83,8,0,4,1,7,8,0,88,2,0,0,68,0,2,0,67,152,0,81
0,24,97,3,6,1,4,0,5,0,25,2,0,26,68,2,2,0,80,168,0,60
0,8,61,24,0,3,2,4,6,1,33,2,0,18,92,4,2,1,58,176,0,66
0,20,75,17,0,4,1,7,8,0,28,2,1,58,-8,4,1,3,60,206,0,70
1,15,66,20,0,3,3,4,6,0,60,2,0,58,73,3,3,1,86,124,0,69
1,6,42,11,1,3,5,6,5,3,31,2,2,60,-8,4,1,1,83,106,0,65
1,51,94,13,2,2,3,4,6,0,27,2,0,61,-8,2,1,0,100,141,0,60
0,23,100,22,0,4,1,7,8,0,45,2,0,76,39,2,2,1,83,208,0,76
1,2,66,10,0,2,5,6,6,2,25,2,1,49,94,2,1,1,33,141,0,72
1,5,62,12,0,3,6,6,6,2,58,2,1,97,71,4,1,3,100,165,0,69
1,9,65,21,1,4,1,0,8,1,33,2,1,44,54,4,3,1,78,162,0,58
0,4,109,31,2,3,6,6,2,3,42,2,3,51,78,6,1,3,64,345,0,64
0,2,87,45,0,4,1,5,8,6,27,2,10,3,82,6,5,0,44,340,0,82
0,6,19,18,0,4,1,7,8,5,6,2,2,30,-8,10,1,1,65,37,0,67
1,3,73,25,5,2,6,6,2,3,59,2,2,94,121,4,4,1,100,190,0,66
1,5,54,20,2,3,6,0,5,2,50,2,1,52,75,4,2,1,88,115,0,63
1,1,89,41,0,4,1,7,8,3,27,2,3,40,100,5,4,3,50,182,0,76
1,10,63,18,0,4,1,7,8,2,28,2,2,3,-8,3,2,0,50,155,0,81
0,1,42,32,0,3,2,4,6,10,18,2,1,40,90,7,4,1,50,155,0,57
1,8,66,39,9,2,5,0,5,3,44,2,3,95,78,5,4,3,100,184,0,58
1,3,98,18,0,3,1,6,6,2,55,2,1,23,57,1,4,0,75,174,0,78
0,5,110,6,2,2,6,6,5,2,67,2,1,-8,82,0,3,0,100,337,0,73
1,10,52,14,1,2,3,4,5,1,65,2,5,26,70,3,4,1,100,185,0,62
0,5,57,36,0,3,6,6,6,5,56,2,3,6,60,2,13,0,65,188,0,72
0,36,110,28,0,2,6,6,6,0,31,2,6,0,-8,3,1,0,44,483,0,80
1,12,68,18,0,3,4,4,6,2,26,2,0,1,-8,3,1,0,36,155,0,74
1,3,76,53,3,3,5,5,2,4,44,2,4,34,3,6,2,2,57,170,1,63
1,7,66,25,1,2,4,4,5,1,40,2,1,47,68,6,3,1,82,162,0,57
1,3,5,1,0,4,1,7,8,2,50,2,2,92,-8,1,1,1,100,8,0,61
1,9,61,23,0,3,2,4,6,2,30,2,0,41,70,6,3,1,75,190,0,69
0,9,38,3,1,2,6,6,3,1,75,2,0,120,91,1,3,0,100,88,0,64
1,3,53,21,1,2,4,4,5,3,42,2,1,96,41,4,3,2,78,142,0,55
0,6,71,21,0,3,1,6,6,2,14,2,2,42,-8,2,0,0,40,297,0,78
1,3,50,8,1,2,4,2,4,1,9,2,4,30,-8,5,0,1,75,222,0,61
0,5,86,12,5,1,2,4,4,1,67,2,2,25,82,1,4,0,71,195,0,52
1,9,64,11,1,3,6,6,2,1,42,2,0,12,-8,1,1,0,60,104,0,76
0,7,89,33,0,4,1,7,8,3,32,2,0,10,40,1,4,0,29,292,0,82
1,13,111,19,0,3,2,4,6,0,55,2,0,1,86,2,4,0,67,329,0,81
0,14,52,19,1,3,1,6,4,0,33,2,4,23,42,4,2,0,75,141,0,71
1,6,91,55,0,3,6,6,6,2,8,2,0,38,83,10,2,2,62,324,0,71
0,26,75,16,0,4,1,7,8,0,11,2,1,0,-8,3,1,0,50,152,0,88
0,9,96,40,0,4,1,7,8,2,10,2,1,2,-8,8,1,0,38,321,1,87
1,15,84,6,1,1,2,4,5,0,29,2,0,112,91,2,1,0,80,175,0,66
1,9,53,44,1,2,4,4,5,3,36,2,7,39,60,5,4,1,64,105,0,61
1,5,71,25,0,4,1,6,8,4,29,2,0,18,98,4,2,0,55,163,0,82
1,2,65,24,0,4,1,7,8,8,26,2,4,1,-8,2,1,0,30,162,0,85
1,6,47,17,1,2,6,6,5,1,11,2,2,17,-8,9,1,0,71,69,0,72
0,12,99,36,1,2,4,4,2,2,28,2,0,44,-8,9,1,1,63,253,0,68
1,9,60,31,0,4,1,7,8,1,42,2,2,68,76,6,7,1,100,117,0,68
1,5,43,12,1,3,6,6,2,2,36,2,4,74,47,6,1,1,100,79,0,67
1,11,70,37,1,2,3,4,5,4,50,2,2,1,78,4,3,0,39,198,0,66
0,11,89,25,1,3,6,6,6,2,36,2,2,44,-8,8,3,4,85,248,0,68
1,7,78,16,0,2,5,6,6,1,56,2,0,51,3,3,2,1,83,166,0,65
1,15,69,39,0,3,6,6,6,0,27,2,1,10,59,3,3,0,55,154,0,80
0,30,155,13,1,3,2,3,2,0,25,2,0,4,-8,3,1,0,71,429,0,60
0,4,90,24,4,4,1,0,8,3,44,2,2,2,-8,2,5,0,47,227,0,65
1,19,42,16,0,4,1,7,8,0,25,2,3,93,53,11,3,5,100,157,0,66
1,9,72,16,0,4,1,7,8,3,56,2,0,0,-8,0,3,0,43,330,0,77
1,5,30,14,0,4,1,7,8,3,29,2,1,44,95,6,2,1,82,92,0,67
0,1,62,27,0,4,1,7,8,4,26,2,3,22,-8,4,1,2,38,234,0,80
0,2,91,55,0,4,1,7,8,4,33,2,4,2,11,12,2,1,57,422,0,75
0,3,58,23,0,4,1,7,8,5,40,2,4,43,87,5,3,2,62,188,0,73
0,24,91,10,0,4,1,6,8,0,36,2,0,17,-8,2,0,0,100,411,0,84
0,7,43,58,0,4,1,7,8,10,5,2,2,15,95,6,2,2,27,221,0,75
1,7,38,10,0,4,1,7,8,2,50,2,1,81,-8,1,1,0,50,85,0,73
1,3,46,18,1,4,1,7,8,3,16,2,4,39,-8,3,1,1,40,87,0,65
1,5,90,36,0,3,6,6,6,1,39,2,1,93,67,5,4,3,100,213,0,70
0,9,93,25,3,2,6,6,4,1,33,2,2,70,-8,5,1,2,88,305,0,65
0,23,132,9,0,4,1,7,8,0,25,2,0,1,-8,2,1,0,80,428,0,91
0,3,122,14,0,4,1,7,8,1,33,2,1,2,-8,2,2,0,57,270,0,89
1,19,88,28,0,2,5,6,6,0,39,2,3,21,62,3,2,0,63,190,0,73
0,4,96,33,1,3,6,6,2,4,26,2,4,73,89,6,4,3,71,310,0,68
1,12,46,22,0,3,4,4,6,2,14,2,1,34,-8,3,2,0,71,83,0,71
0,7,93,32,0,4,1,7,8,3,22,2,0,6,-8,6,2,0,44,333,0,86
1,17,63,3,0,4,1,7,8,0,67,2,1,-8,86,0,2,0,100,146,1,81
0,5,126,49,0,3,1,6,6,4,29,2,2,28,-8,12,1,2,74,340,0,74
1,8,46,6,3,2,6,6,4,2,50,2,1,30,93,1,2,0,75,80,1,69
0,10,49,17,0,4,1,7,8,1,24,2,0,7,132,1,4,0,50,130,0,86
0,3,77,9,0,4,1,6,8,1,40,2,5,7,-8,1,1,0,33,166,0,86
1,4,130,23,0,3,2,4,6,6,9,2,0,34,92,7,1,3,67,460,0,64
0,4,66,55,0,4,1,7,8,2,41,2,0,59,67,4,6,1,91,126,0,77
1,11,70,20,0,3,1,6,6,1,86,2,4,81,93,2,3,2,83,107,0,73
1,24,68,27,0,3,4,4,6,0,30,2,0,16,48,3,3,0,46,202,0,74
1,3,47,24,0,3,6,6,6,1,48,2,0,73,113,5,5,2,91,80,0,62
1,4,43,6,3,1,4,4,4,1,60,2,5,27,101,1,2,0,60,69,1,67
1,8,51,27,1,3,6,5,5,3,36,2,0,49,85,7,3,2,83,112,0,70
1,28,62,11,2,2,6,6,5,0,50,2,1,82,42,3,3,2,100,80,0,58
0,2,83,17,0,4,1,7,8,3,37,2,2,1,21,1,3,1,33,199,0,86
1,4,94,20,2,4,1,0,8,3,50,2,7,37,35,5,2,1,78,380,0,63
1,4,98,12,0,2,2,4,6,1,25,2,3,69,82,7,3,2,100,239,0,56
1,20,34,4,2,2,6,6,3,0,33,2,4,-8,-8,1,0,0,100,57,0,69
0,3,86,40,1,3,2,0,2,4,14,2,3,40,100,8,2,2,55,282,0,61
1,2,69,15,1,3,1,5,7,4,59,2,0,61,96,1,3,0,80,244,0,66
0,17,158,15,0,4,1,7,8,0,13,2,0,9,-8,3,1,0,50,393,0,88
1,12,55,11,1,2,3,0,2,1,25,2,0,20,91,3,2,0,71,128,0,59
1,1,72,22,0,4,1,7,8,1,17,2,1,20,74,5,1,2,38,262,0,80
0,7,78,10,0,3,6,6,6,1,27,2,3,1,-8,1,1,0,50,141,0,85
0,14,53,17,0,2,4,4,6,0,18,2,0,86,-8,4,1,3,71,153,0,57
1,2,93,31,1,2,6,6,5,3,26,2,2,28,27,2,4,0,40,197,0,74
1,16,116,16,3,1,3,2,4,0,14,2,2,28,-8,4,0,0,50,316,0,54
0,44,128,8,0,4,1,7,8,0,38,2,1,10,84,2,1,0,50,296,0,83
1,6,66,12,7,1,5,6,3,4,35,2,3,22,-8,2,0,0,50,141,0,60
0,7,74,12,1,2,3,4,5,1,43,2,0,74,48,3,2,2,75,132,0,63
1,5,20,6,2,2,6,6,2,3,43,2,3,48,71,3,2,0,100,51,0,69
0,6,101,16,5,2,6,6,2,1,29,2,2,37,-8,6,1,2,100,189,0,66
1,9,84,20,0,4,1,7,8,1,70,2,4,51,57,3,3,1,78,292,0,77
1,5,54,17,1,2,5,6,2,1,37,2,0,72,97,7,3,4,91,112,0,63
1,20,63,23,1,3,6,6,2,0,64,2,4,72,114,1,8,0,90,111,0,65
1,2,40,9,1,4,1,7,8,4,30,2,1,36,50,2,2,0,50,126,0,67
1,9,74,35,0,3,6,6,6,3,56,2,0,82,92,4,6,3,91,200,0,71
1,10,40,7,0,2,5,6,6,1,71,2,0,0,64,0,4,0,67,59,0,66
1,7,103,26,0,2,2,4,6,1,35,2,0,79,60,4,2,2,75,250,0,67
1,26,53,1,1,2,4,4,5,0,67,2,6,-8,-8,0,0,0,-8,110,0,60
1,5,38,18,1,3,6,6,5,5,36,2,4,46,79,6,4,1,92,187,0,66
1,17,54,4,6,1,5,6,3,0,55,2,8,104,86,2,1,1,100,91,0,56
1,67,113,13,7,1,3,0,2,0,22,2,1,56,-8,2,1,2,57,152,0,55
1,3,83,18,1,3,6,6,2,1,27,2,11,30,-8,4,2,0,67,188,0,73
1,5,21,11,0,4,1,7,8,4,38,2,3,64,98,4,3,1,88,43,0,70
1,10,82,23,2,3,2,4,6,1,17,2,0,33,70,7,3,0,63,202,0,66
0,3,32,26,0,4,1,7,8,5,25,2,4,22,92,5,3,0,57,86,0,68
0,10,108,30,3,3,1,6,6,1,66,2,1,0,50,1,2,0,80,206,0,70
1,11,44,12,1,3,6,6,3,1,15,2,0,58,-8,3,1,0,86,78,0,72
1,6,9,2,0,4,1,7,8,1,100,2,6,-8,97,0,2,0,100,12,1,60
1,7,75,42,0,4,1,5,8,2,46,2,1,89,92,6,2,2,100,138,0,66
0,9,48,23,0,3,5,6,6,2,61,2,2,65,96,2,6,1,73,150,0,64
1,10,60,18,0,3,4,4,6,3,25,2,3,70,91,3,2,2,83,144,1,67
0,3,36,30,0,3,6,6,6,8,44,2,3,39,89,4,8,0,80,83,0,67
1,17,108,13,0,3,5,6,6,0,21,2,0,47,77,6,2,1,89,201,0,73
1,5,49,11,2,1,4,4,2,3,71,2,4,0,74,1,4,0,83,108,1,58
1,7,40,6,0,4,1,7,8,1,67,2,1,1,91,1,2,0,100,73,0,84
0,7,137,19,0,4,1,7,8,1,25,2,1,10,-8,3,2,0,63,344,0,89
1,14,93,17,1,2,3,2,4,0,33,2,4,65,53,4,2,2,75,336,0,54
0,14,22,9,0,4,1,5,8,0,11,2,0,39,-8,5,1,1,67,37,0,70
1,23,53,10,2,4,1,0,8,0,40,2,1,92,63,4,2,2,86,264,0,60
0,3,51,14,0,4,1,7,8,3,47,2,4,31,69,3,2,0,83,156,0,74
0,2,104,41,6,2,5,6,6,1,21,2,1,30,59,3,4,1,39,255,0,67
1,1,59,21,2,3,6,6,6,5,35,2,10,2,82,4,6,0,58,290,1,72
1,4,108,7,2,2,6,6,4,2,30,2,2,94,-8,2,1,1,100,315,0,70
0,2,50,20,0,3,6,6,6,3,45,2,1,25,83,2,3,1,63,111,0,76
1,15,104,28,6,2,5,5,5,0,44,2,4,78,77,5,2,1,78,265,0,62
0,14,155,25,0,4,1,6,7,0,16,2,0,56,-8,7,1,2,60,351,0,75
1,5,32,24,0,3,4,4,6,4,46,2,2,53,83,5,6,2,87,71,0,57
1,3,43,10,0,4,1,7,8,3,64,2,3,100,53,2,4,2,100,205,0,66
0,17,92,18,0,4,1,7,8,0,40,1,0,65,71,3,2,2,83,161,0,79
0,7,46,24,0,4,1,7,8,1,25,1,4,13,-8,2,1,0,43,81,0,79
0,17,61,16,0,4,1,7,8,0,13,1,0,7,-8,2,1,0,60,112,0,88
0,5,129,15,0,4,1,7,8,1,29,1,1,0,98,0,2,0,40,182,0,90
0,9,70,19,2,3,6,6,2,1,10,1,0,0,-8,0,0,0,9,88,0,72
0,21,54,3,5,1,6,5,2,0,67,1,0,-8,10,0,2,0,100,113,0,61
1,3,69,15,0,4,1,7,8,2,50,1,3,56,78,6,4,2,91,181,0,75
0,8,98,23,8,2,5,0,2,1,46,1,5,5,37,1,2,0,43,308,0,56
1,3,50,18,1,2,4,3,5,5,57,1,8,58,88,4,3,0,88,182,1,65
0,21,55,27,0,4,1,7,8,0,22,1,2,11,-8,3,1,0,50,160,0,85
1,3,71,21,0,4,1,7,8,3,33,1,0,4,-8,2,1,0,75,138,0,88
0,8,71,46,1,4,1,7,8,1,38,1,5,7,82,5,5,0,53,155,0,72
1,4,48,14,1,2,5,6,5,2,7,1,1,29,-8,5,1,0,58,72,0,69
1,4,54,9,1,2,4,4,5,1,70,1,2,-8,115,0,3,0,100,188,0,69
1,5,66,32,1,2,4,4,6,2,31,1,0,36,76,5,4,2,56,123,0,59
0,16,72,17,2,2,5,6,2,0,37,1,4,8,28,3,2,0,83,182,0,73
0,15,62,14,1,4,1,6,8,0,60,1,2,17,66,1,3,0,80,163,0,73
1,3,68,25,0,4,1,7,8,1,19,1,3,73,-8,12,1,5,87,242,0,63
0,11,153,27,0,4,1,7,8,1,29,1,2,1,57,4,1,0,38,257,0,89
0,15,126,20,0,4,1,7,8,0,43,1,0,30,66,1,2,0,75,172,0,86
1,18,96,6,0,1,3,4,6,0,57,1,1,31,76,1,2,0,100,177,0,65
1,9,55,7,2,2,6,5,2,1,56,1,0,78,77,2,1,1,75,115,0,65
1,4,40,12,1,2,2,4,3,2,69,1,2,46,74,2,4,0,100,80,0,59
1,14,49,17,1,4,1,7,8,0,6,1,2,58,-8,7,1,3,57,149,0,63
1,15,147,16,1,2,2,4,2,0,42,1,1,59,-8,2,2,0,100,255,0,59
1,11,30,10,0,4,1,7,8,1,30,1,0,88,70,4,2,2,100,79,0,63
1,52,120,8,1,1,4,4,5,0,25,1,1,0,-8,1,1,0,50,191,0,78
0,3,57,16,0,4,1,7,8,2,35,1,0,69,52,5,3,4,67,212,0,72
1,12,60,11,4,2,6,6,2,1,60,1,3,47,91,1,5,0,86,128,0,61
0,7,64,25,0,3,1,5,7,2,19,1,1,49,-8,5,1,1,50,124,0,71
0,10,86,41,0,3,6,6,6,1,38,1,0,19,76,2,3,0,78,225,0,82
1,12,50,31,1,3,5,6,5,1,22,1,2,18,-8,9,1,1,69,75,0,63
1,14,96,19,2,2,4,4,2,0,30,1,3,92,-8,8,1,4,91,194,1,62
0,9,97,11,0,2,6,6,6,1,50,1,0,43,-8,2,1,0,100,191,0,77
1,6,92,52,1,2,3,3,5,2,47,1,0,28,32,7,7,0,78,171,0,62
1,12,36,7,0,4,1,7,8,1,57,1,1,45,63,1,3,1,80,73,0,72
0,9,88,55,0,3,4,4,6,3,34,1,1,54,59,6,4,3,61,229,0,60
0,10,72,41,0,4,1,6,7,1,41,1,2,3,56,3,2,0,42,168,0,85
0,23,115,14,0,4,1,7,8,0,33,1,0,45,-8,4,2,0,75,212,0,82
0,5,103,27,0,4,1,7,8,1,21,1,3,7,92,2,2,1,55,200,0,84
1,6,78,26,1,4,1,7,8,4,31,1,4,10,36,3,2,0,56,312,0,75
0,3,35,12,0,3,4,4,6,3,31,1,7,23,-8,5,1,0,75,74,0,67
1,6,54,31,1,3,4,4,6,2,54,1,1,65,67,7,4,2,69,120,0,56
1,3,23,12,0,2,5,5,6,3,21,1,3,43,81,7,2,0,90,42,0,62
1,4,78,16,2,3,4,4,6,2,31,1,0,85,39,6,2,3,89,246,0,57
1,3,79,18,0,2,6,6,6,1,38,1,3,38,100,2,2,2,63,148,1,70
1,5,9,8,0,4,1,7,8,6,25,1,1,66,83,2,2,2,63,15,0,59
1,8,62,6,1,2,6,6,3,2,29,1,2,73,-8,4,0,2,100,183,0,71
1,14,134,8,10,1,4,4,2,0,57,1,2,0,88,0,1,0,67,249,0,65
1,2,68,43,1,3,2,1,3,5,19,1,0,17,66,3,2,1,29,134,0,62
1,2,31,24,0,4,1,7,8,6,29,1,12,34,88,3,8,1,85,62,0,70
1,12,58,19,0,2,5,6,6,1,5,1,0,0,-8,2,1,0,50,108,0,83
0,15,81,20,0,4,1,7,8,0,35,1,1,17,-8,1,4,0,56,169,0,84
0,16,44,7,0,4,1,7,8,0,57,1,0,-8,-8,0,1,0,100,134,0,78
1,9,15,5,0,4,1,7,8,3,20,1,1,12,-8,3,1,0,100,31,0,75
1,5,60,21,0,4,1,7,8,5,55,1,3,70,-8,6,1,1,88,140,0,69
0,8,55,14,0,4,1,7,8,1,36,1,0,70,45,3,2,1,100,197,0,75
0,12,124,17,0,4,1,7,8,1,35,1,0,1,87,2,2,0,44,336,0,85
1,22,148,16,7,2,5,0,6,0,35,1,0,28,-8,4,1,0,63,214,0,70
0,18,87,20,1,3,5,6,5,0,50,1,2,35,-8,2,1,0,43,164,0,73
0,3,71,25,0,4,1,7,8,3,33,1,1,12,88,4,2,0,60,236,0,86
1,5,103,9,4,1,2,0,2,1,14,1,6,43,-8,3,1,1,67,291,0,57
0,9,73,25,0,4,1,7,8,3,32,1,1,3,-8,3,1,0,50,193,0,86
0,11,84,25,0,4,1,7,8,1,12,1,2,58,46,3,1,2,50,170,0,77
0,2,89,33,0,3,6,6,6,4,29,1,0,4,47,7,2,1,50,267,0,77
1,3,67,53,0,4,1,7,8,3,16,1,4,5,57,2,2,0,29,140,1,86
1,9,32,14,1,3,4,0,2,4,53,1,0,9,86,2,3,1,78,66,0,69
0,6,71,16,0,4,1,7,8,2,45,1,3,7,-8,3,0,0,50,238,0,88
1,4,70,25,2,3,5,6,5,2,35,1,4,45,53,7,3,0,83,250,0,65
1,3,75,24,0,4,1,7,8,1,41,1,1,87,100,9,2,6,85,194,0,67
1,6,70,10,4,3,4,0,2,1,75,1,1,68,90,1,3,0,100,137,0,63
1,3,8,4,0,4,1,7,8,5,50,1,2,101,76,1,3,1,100,22,0,58
1,2,65,61,0,4,1,6,7,5,35,1,0,12,80,9,6,2,58,181,0,74
0,10,126,20,0,4,1,7,8,1,18,1,2,7,-8,2,0,0,33,184,0,89
0,21,70,6,0,2,6,6,6,0,29,1,0,34,-8,1,0,0,100,103,0,73
1,11,19,6,0,4,1,7,8,2,17,1,3,76,-8,5,1,2,100,35,0,65
1,17,63,23,0,2,4,4,6,0,54,1,0,75,84,3,2,2,83,136,0,58
0,25,123,30,0,4,1,6,7,0,38,1,0,36,-8,3,1,0,100,235,0,82
1,30,74,12,17,1,4,1,3,0,73,1,0,26,47,2,9,0,92,129,0,57
0,4,61,50,0,4,1,7,8,4,47,1,3,18,62,3,9,0,75,165,1,82
1,7,104,31,0,3,5,6,6,3,18,1,2,44,-8,4,1,3,50,234,0,75
1,7,79,9,2,3,5,5,2,1,67,1,0,39,-8,4,0,2,83,111,0,72
1,15,112,13,0,3,4,4,6,0,44,1,4,63,77,5,5,3,91,254,1,61
1,19,63,36,0,4,1,7,8,0,19,1,0,38,-8,14,1,3,79,136,0,73
0,71,207,20,0,4,1,7,8,0,29,1,0,11,-8,2,0,0,50,195,0,87
0,32,84,21,0,3,6,6,6,0,13,1,0,55,-8,5,1,3,60,167,0,71
0,6,95,32,0,3,5,6,6,2,56,1,1,41,90,6,5,0,92,225,0,74
1,4,111,21,1,4,1,0,8,3,26,1,1,5,-8,2,2,0,57,198,0,69
1,16,27,2,2,2,6,6,2,0,100,1,0,-8,47,0,2,0,100,34,0,56
1,19,114,3,1,2,2,0,2,0,0,1,0,101,-8,4,0,2,100,53,0,56
1,4,105,33,0,2,6,6,6,3,24,1,0,22,-8,7,1,0,53,251,0,73
1,8,42,14,1,3,6,6,2,2,67,1,2,38,63,2,5,0,88,88,0,70
1,8,23,13,0,2,4,4,6,2,62,1,0,93,91,2,3,2,75,47,0,55
0,7,84,14,0,4,1,7,8,1,29,1,0,6,62,2,2,0,57,140,0,85
1,6,45,6,0,4,1,7,8,2,50,1,9,7,83,1,1,0,67,93,1,80
0,21,102,14,0,4,1,7,8,0,56,1,0,5,74,2,2,0,67,205,0,87
0,10,94,22,0,4,1,7,8,1,16,1,0,8,-8,3,0,0,43,235,0,89
0,10,141,27,0,4,1,7,8,1,30,1,1,23,91,2,3,1,56,248,0,80
1,3,41,18,0,4,1,7,8,7,32,1,0,13,92,7,2,0,69,92,0,83
0,33,60,9,1,4,1,6,7,0,11,1,0,48,-8,2,0,0,100,96,0,71
1,10,28,14,0,3,4,4,6,1,67,1,3,88,44,2,5,2,78,74,0,58
0,2,49,9,0,4,1,7,8,4,27,1,0,55,-8,5,1,2,86,117,0,72
0,12,105,60,0,4,1,7,8,1,27,1,0,0,-8,3,3,0,21,261,0,89
0,4,66,24,0,2,4,4,6,2,8,1,0,70,100,5,1,2,78,193,0,63
0,39,66,11,0,4,1,7,8,0,25,1,0,7,-8,1,0,0,33,161,0,88
0,4,44,18,3,2,6,6,5,3,10,1,1,1,97,3,1,0,33,77,0,69
1,13,73,19,2,3,6,6,3,0,59,1,1,92,85,4,4,3,89,190,0,65
1,15,99,29,0,3,1,6,6,0,67,1,0,70,60,2,3,0,71,255,0,79
0,9,145,15,1,3,6,6,4,2,19,1,4,32,-8,2,0,0,50,333,0,76
0,3,100,43,0,4,1,7,8,1,29,1,0,34,61,8,3,3,72,194,0,72
0,13,48,10,0,2,6,6,6,0,30,1,2,41,65,4,1,0,86,156,0,72
0,11,154,15,1,2,3,4,5,1,11,1,1,27,-8,7,1,1,69,437,0,62
0,5,96,8,1,2,6,6,4,1,50,1,2,33,-8,2,1,0,75,174,0,72
1,3,65,26,0,3,1,5,7,4,34,1,4,25,56,6,5,0,81,152,0,76
1,5,103,2,2,1,6,6,2,1,50,1,2,-8,-8,0,1,0,100,143,0,61
1,3,67,38,0,4,1,7,8,8,19,1,1,55,-8,7,0,3,67,164,0,72
0,3,86,25,0,4,1,7,8,2,41,1,1,28,68,2,3,0,63,192,0,85
1,2,91,19,0,4,1,7,8,2,18,1,1,90,79,6,2,4,73,193,0,74
0,8,61,27,2,2,5,6,5,2,62,1,0,0,110,1,6,0,70,189,0,75
1,4,87,13,2,2,6,6,2,1,75,1,4,0,62,0,2,0,40,220,0,68
0,2,83,21,0,3,4,4,6,4,28,1,2,12,-8,3,0,0,44,186,0,76
0,8,62,29,0,4,1,6,7,2,21,1,0,1,79,3,3,0,67,132,0,85
1,19,102,11,0,4,1,7,8,0,9,1,0,47,6,1,1,0,50,282,0,87
0,3,84,30,0,4,1,7,8,1,33,1,2,12,74,2,5,0,47,177,0,85
1,8,42,17,1,2,6,6,2,3,44,1,0,58,87,4,4,2,100,163,0,63
0,5,103,23,0,3,6,6,6,3,50,1,1,9,88,2,2,0,50,240,0,82
1,21,100,33,0,3,3,4,6,0,39,1,0,51,81,9,2,2,79,207,0,66
1,6,60,13,1,4,1,6,8,1,46,1,1,24,-8,3,1,0,57,276,0,71
0,2,51,28,0,3,1,6,6,3,45,1,5,27,96,2,3,0,71,120,0,79
0,4,70,22,0,3,6,6,6,3,13,1,1,47,11,3,2,0,71,129,0,75
0,17,70,22,0,4,1,7,8,0,41,1,0,0,-8,1,2,0,38,228,0,88
0,15,101,64,0,4,1,7,8,0,23,1,0,2,15,2,3,0,26,242,0,88
1,9,53,17,0,3,1,6,6,2,39,1,1,53,39,6,3,2,82,123,0,67
1,19,89,31,2,2,2,4,5,0,24,1,0,61,23,9,2,2,79,153,0,59
1,12,67,28,0,4,1,7,8,1,21,1,0,62,14,3,2,1,83,134,0,76
1,3,47,28,0,4,1,6,7,2,45,1,1,42,69,7,5,5,67,158,0,67
1,8,58,29,1,3,1,6,6,1,39,1,5,7,88,1,2,0,33,146,0,65
1,7,112,14,0,2,2,4,6,1,53,1,0,91,78,2,2,1,100,188,0,65
1,26,114,31,0,4,1,7,8,0,30,1,1,56,21,7,3,2,73,225,0,78
1,14,27,6,0,2,2,4,6,0,63,1,4,60,92,1,3,0,80,60,0,60
0,10,68,21,0,4,1,7,8,1,29,1,0,0,-8,0,2,0,25,202,0,86
0,9,24,5,0,4,1,7,8,2,50,1,0,5,39,1,2,0,100,54,0,83
1,33,97,25,0,3,6,6,6,0,32,1,0,0,-8,0,1,0,33,184,0,84
0,5,34,9,1,4,1,6,8,2,44,4,0,32,84,3,3,1,86,73,0,69
1,29,90,22,0,4,1,7,8,0,14,4,0,48,-8,9,0,4,69,195,0,72
1,2,59,6,2,4,1,6,8,1,0,2,4,75,-8,2,0,1,50,193,1,65
0,6,98,30,0,4,1,7,8,3,10,4,0,5,3,3,2,0,40,205,0,86
1,4,68,25,0,4,1,7,8,3,31,3,2,65,97,8,2,5,67,210,0,68
0,10,84,26,0,4,1,7,8,2,57,4,0,1,85,1,3,0,44,230,0,90
1,29,100,31,0,4,1,7,8,0,26,5,0,14,-8,3,2,1,56,256,0,83
0,4,78,8,1,2,4,3,5,2,22,1,0,43,-8,3,1,1,67,214,0,68
0,13,136,20,0,4,1,7,8,0,36,5,0,0,-8,0,1,0,17,222,0,89
